,item,index,level,area,log(area)
14665,level3_25,10,3,529,6.270988431858299
14666,level3_25,11,3,360,5.886104031450156
14667,level3_25,12,3,195,5.272999558563747
14668,level3_25,13,3,270,5.598421958998375
14669,level3_25,14,3,289,5.666426688112432
14670,level3_25,15,3,380,5.940171252720432
14671,level3_25,16,3,483,6.180016653652572
14672,level3_25,17,3,588,6.376726947898627
14673,level3_25,18,3,598,6.393590753950631
14674,level3_25,19,3,380,5.940171252720432
14675,level3_25,20,3,500,6.214608098422191
14676,level3_25,21,3,460,6.131226489483141
14677,level3_25,22,3,196,5.278114659230517
14678,level3_25,23,3,280,5.634789603169249
14679,level3_25,24,3,480,6.173786103901937
14680,level3_25,25,3,342,5.834810737062605
14681,level3_25,26,3,572,6.349138991379798
14682,level3_25,27,3,462,6.135564891081739
14683,level3_25,28,3,506,6.226536669287466
14684,level3_25,29,3,528,6.269096283706261
14685,level3_25,30,3,368,5.908082938168931
14686,level3_25,31,3,240,5.480638923341991
14687,level3_25,32,3,512,6.238324625039508
14688,level3_25,33,3,432,6.068425588244111
14689,level3_25,34,3,594,6.386879319362645
14690,level3_25,35,3,494,6.202535517187923
14691,level3_25,36,3,493,6.20050917404269
14692,level3_25,37,3,209,5.342334251964811
14693,level3_25,38,3,378,5.934894195619588
14694,level3_25,39,3,484,6.182084906716632
14695,level3_25,40,3,432,6.068425588244111
14696,level3_25,41,3,700,6.551080335043404
14697,level3_25,42,3,672,6.51025834052315
14698,level3_25,43,3,576,6.3561076606958915
14699,level3_25,44,3,728,6.590301048196686
14700,level3_25,45,3,380,5.940171252720432
14701,level3_25,46,3,754,6.625392368007956
14702,level3_25,47,3,600,6.396929655216146
14703,level3_25,48,3,285,5.652489180268651
14704,level3_25,49,3,182,5.204006687076795
14705,level3_25,50,3,420,6.040254711277414
14706,level3_25,51,3,198,5.288267030694535
14707,level3_25,52,3,693,6.541029999189903
14708,level3_26,0,3,154,5.0369526024136295
14709,level3_26,1,3,182,5.204006687076795
14710,level3_26,2,3,121,4.795790545596741
14711,level3_26,3,3,192,5.2574953720277815
14712,level3_26,4,3,182,5.204006687076795
14713,level3_26,5,3,192,5.2574953720277815
14714,level3_26,6,3,169,5.1298987149230735
14715,level3_26,7,3,169,5.1298987149230735
14716,level3_26,8,3,170,5.135798437050262
14717,level3_26,9,3,143,4.962844630259907
14718,level3_26,10,3,80,4.382026634673881
14719,level3_26,11,3,192,5.2574953720277815
14720,level3_26,12,3,266,5.583496308781699
14721,level3_26,13,3,288,5.662960480135946
14722,level3_26,14,3,168,5.123963979403259
14723,level3_26,15,3,110,4.700480365792417
14724,level3_26,16,3,100,4.605170185988092
14725,level3_26,17,3,64,4.1588830833596715
14726,level3_26,18,3,108,4.68213122712422
14727,level3_26,19,3,99,4.59511985013459
14728,level3_26,20,3,225,5.41610040220442
14729,level3_26,21,3,63,4.143134726391533
14730,level3_26,22,3,110,4.700480365792417
14731,level3_26,23,3,35,3.5553480614894135
14732,level3_26,24,3,99,4.59511985013459
14733,level3_26,25,3,88,4.477336814478207
14734,level3_26,26,3,56,4.02535169073515
14735,level3_26,27,3,72,4.276666119016055
14736,level3_26,28,3,42,3.7376696182833684
14737,level3_26,29,3,108,4.68213122712422
14738,level3_26,30,3,135,4.90527477843843
14739,level3_26,31,3,110,4.700480365792417
14740,level3_26,32,3,342,5.834810737062605
14741,level3_26,33,3,81,4.394449154672439
14742,level3_26,34,3,140,4.941642422609304
14743,level3_26,35,3,182,5.204006687076795
14744,level3_26,36,3,225,5.41610040220442
14745,level3_26,37,3,225,5.41610040220442
14746,level3_26,38,3,121,4.795790545596741
14747,level3_26,39,3,132,4.882801922586371
14748,level3_26,40,3,90,4.499809670330265
14749,level3_26,41,3,156,5.049856007249537
14750,level3_26,42,3,121,4.795790545596741
14751,level3_26,43,3,126,4.836281906951478
14752,level3_26,44,3,80,4.382026634673881
14753,level3_26,45,3,100,4.605170185988092
14754,level3_26,46,3,88,4.477336814478207
14755,level3_26,47,3,72,4.276666119016055
14756,level3_26,48,3,90,4.499809670330265
14757,level3_26,49,3,240,5.480638923341991
14758,level3_26,50,3,90,4.499809670330265
14759,level3_26,51,3,99,4.59511985013459
14760,level3_26,52,3,120,4.787491742782046
14761,level3_26,53,3,70,4.248495242049359
14762,level3_26,54,3,100,4.605170185988092
14763,level3_26,55,3,143,4.962844630259907
14764,level3_26,56,3,56,4.02535169073515
14765,level3_26,57,3,100,4.605170185988092
14766,level3_26,58,3,77,4.343805421853684
14767,level3_26,59,3,90,4.499809670330265
14768,level3_26,60,3,100,4.605170185988092
14769,level3_26,61,3,110,4.700480365792417
14770,level3_27,0,3,247,5.5093883366279774
14771,level3_27,1,3,266,5.583496308781699
14772,level3_27,2,3,200,5.298317366548036
14773,level3_27,3,3,504,6.222576268071369
14774,level3_27,4,3,224,5.4116460518550396
14775,level3_27,5,3,210,5.3471075307174685
14776,level3_27,6,3,195,5.272999558563747
14777,level3_27,7,3,234,5.455321115357702
14778,level3_27,8,3,360,5.886104031450156
14779,level3_27,9,3,208,5.337538079701318
14780,level3_27,10,3,180,5.19295685089021
14781,level3_27,11,3,182,5.204006687076795
14782,level3_27,12,3,280,5.634789603169249
14783,level3_27,13,3,345,5.84354441703136
14784,level3_27,14,3,340,5.8289456176102075
14785,level3_27,15,3,600,6.396929655216146
14786,level3_27,16,3,143,4.962844630259907
14787,level3_27,17,3,300,5.703782474656201
14788,level3_27,18,3,168,5.123963979403259
14789,level3_27,19,3,280,5.634789603169249
14790,level3_27,20,3,270,5.598421958998375
14791,level3_27,21,3,156,5.049856007249537
14792,level3_27,22,3,195,5.272999558563747
14793,level3_27,23,3,195,5.272999558563747
14794,level3_27,24,3,154,5.0369526024136295
14795,level3_27,25,3,340,5.8289456176102075
14796,level3_27,26,3,552,6.313548046277095
14797,level3_27,27,3,374,5.924255797414532
14798,level3_27,28,3,224,5.4116460518550396
14799,level3_27,29,3,289,5.666426688112432
14800,level3_27,30,3,165,5.10594547390058
14801,level3_27,31,3,252,5.529429087511423
14802,level3_27,32,3,300,5.703782474656201
14803,level3_27,33,3,90,4.499809670330265
14804,level3_27,34,3,306,5.723585101952381
14805,level3_27,35,3,247,5.5093883366279774
14806,level3_27,36,3,204,5.318119993844216
14807,level3_27,37,3,336,5.817111159963204
14808,level3_27,38,3,546,6.302618975744905
14809,level3_27,39,3,168,5.123963979403259
14810,level3_27,40,3,196,5.278114659230517
14811,level3_27,41,3,90,4.499809670330265
14812,level3_27,42,3,256,5.545177444479562
14813,level3_27,43,3,304,5.717027701406222
14814,level3_27,44,3,255,5.541263545158426
14815,level3_27,45,3,575,6.354370040797351
14816,level3_27,46,3,414,6.025865973825314
14817,level3_27,47,3,221,5.3981627015177525
14818,level3_27,48,3,336,5.817111159963204
14819,level3_27,49,3,144,4.969813299576001
14820,level3_27,50,3,210,5.3471075307174685
14821,level3_27,51,3,342,5.834810737062605
14822,level3_27,52,3,128,4.852030263919617
14823,level3_27,53,3,476,6.16541785423142
14824,level3_27,54,3,270,5.598421958998375
14825,level3_27,55,3,252,5.529429087511423
14826,level3_27,56,3,266,5.583496308781699
14827,level3_27,57,3,255,5.541263545158426
14828,level3_28,0,3,108,4.68213122712422
14829,level3_28,1,3,117,4.762173934797756
14830,level3_28,2,3,72,4.276666119016055
14831,level3_28,3,3,96,4.564348191467836
14832,level3_28,4,3,120,4.787491742782046
14833,level3_28,5,3,195,5.272999558563747
14834,level3_28,6,3,126,4.836281906951478
14835,level3_28,7,3,140,4.941642422609304
14836,level3_28,8,3,168,5.123963979403259
14837,level3_28,9,3,154,5.0369526024136295
14838,level3_28,10,3,30,3.4011973816621555
14839,level3_28,11,3,165,5.10594547390058
14840,level3_28,12,3,195,5.272999558563747
14841,level3_28,13,3,240,5.480638923341991
14842,level3_28,14,3,384,5.950642552587727
14843,level3_28,15,3,99,4.59511985013459
14844,level3_28,16,3,252,5.529429087511423
14845,level3_28,17,3,255,5.541263545158426
14846,level3_28,18,3,234,5.455321115357702
14847,level3_28,19,3,156,5.049856007249537
14848,level3_28,20,3,198,5.288267030694535
14849,level3_28,21,3,289,5.666426688112432
14850,level3_28,22,3,152,5.0238805208462765
14851,level3_28,23,3,221,5.3981627015177525
14852,level3_28,24,3,252,5.529429087511423
14853,level3_28,25,3,266,5.583496308781699
14854,level3_28,26,3,224,5.4116460518550396
14855,level3_28,27,3,266,5.583496308781699
14856,level3_28,28,3,190,5.247024072160486
14857,level3_28,29,3,342,5.834810737062605
14858,level3_28,30,3,224,5.4116460518550396
14859,level3_28,31,3,99,4.59511985013459
14860,level3_28,32,3,81,4.394449154672439
14861,level3_28,33,3,144,4.969813299576001
14862,level3_28,34,3,100,4.605170185988092
14863,level3_28,35,3,90,4.499809670330265
14864,level3_28,36,3,154,5.0369526024136295
14865,level3_28,37,3,80,4.382026634673881
14866,level3_28,38,3,88,4.477336814478207
14867,level3_28,39,3,63,4.143134726391533
14868,level3_28,40,3,64,4.1588830833596715
14869,level3_28,41,3,56,4.02535169073515
14870,level3_28,42,3,80,4.382026634673881
14871,level3_28,43,3,99,4.59511985013459
14872,level3_28,44,3,110,4.700480365792417
14873,level3_28,45,3,110,4.700480365792417
14874,level3_28,46,3,121,4.795790545596741
14875,level3_28,47,3,132,4.882801922586371
14876,level3_28,48,3,154,5.0369526024136295
14877,level3_28,49,3,126,4.836281906951478
14878,level3_28,50,3,120,4.787491742782046
14879,level3_28,51,3,96,4.564348191467836
14880,level3_28,52,3,81,4.394449154672439
14881,level3_28,53,3,182,5.204006687076795
14882,level3_28,54,3,143,4.962844630259907
14883,level3_28,55,3,80,4.382026634673881
14884,level3_28,56,3,195,5.272999558563747
14885,level3_28,57,3,72,4.276666119016055
14886,level3_28,58,3,130,4.867534450455582
14887,level3_28,59,3,224,5.4116460518550396
14888,level3_28,60,3,154,5.0369526024136295
14889,level3_28,61,3,132,4.882801922586371
14890,level3_29,0,3,117,4.762173934797756
14891,level3_29,1,3,100,4.605170185988092
14892,level3_29,2,3,64,4.1588830833596715
14893,level3_29,3,3,130,4.867534450455582
14894,level3_29,4,3,330,5.799092654460526
14895,level3_29,5,3,180,5.19295685089021
14896,level3_29,6,3,216,5.375278407684165
14897,level3_29,7,3,143,4.962844630259907
14898,level3_29,8,3,182,5.204006687076795
14899,level3_29,9,3,100,4.605170185988092
14900,level3_29,10,3,192,5.2574953720277815
14901,level3_29,11,3,128,4.852030263919617
14902,level3_29,12,3,150,5.0106352940962555
14903,level3_29,13,3,120,4.787491742782046
14904,level3_29,14,3,192,5.2574953720277815
14905,level3_29,15,3,144,4.969813299576001
14906,level3_29,16,3,104,4.6443908991413725
14907,level3_29,17,3,168,5.123963979403259
14908,level3_29,18,3,130,4.867534450455582
14909,level3_29,19,3,240,5.480638923341991
14910,level3_29,20,3,140,4.941642422609304
14911,level3_29,21,3,204,5.318119993844216
14912,level3_29,22,3,156,5.049856007249537
14913,level3_29,23,3,120,4.787491742782046
14914,level3_29,24,3,340,5.8289456176102075
14915,level3_29,25,3,225,5.41610040220442
14916,level3_29,26,3,272,5.605802066295998
14917,level3_29,27,3,225,5.41610040220442
14918,level3_29,28,3,169,5.1298987149230735
14919,level3_29,29,3,210,5.3471075307174685
14920,level3_29,30,3,224,5.4116460518550396
14921,level3_29,31,3,360,5.886104031450156
14922,level3_29,32,3,260,5.560681631015528
14923,level3_29,33,3,210,5.3471075307174685
14924,level3_29,34,3,169,5.1298987149230735
14925,level3_29,35,3,288,5.662960480135946
14926,level3_29,36,3,288,5.662960480135946
14927,level3_29,37,3,143,4.962844630259907
14928,level3_29,38,3,110,4.700480365792417
14929,level3_29,39,3,204,5.318119993844216
14930,level3_29,40,3,143,4.962844630259907
14931,level3_29,41,3,132,4.882801922586371
14932,level3_29,42,3,80,4.382026634673881
14933,level3_29,43,3,56,4.02535169073515
14934,level3_29,44,3,56,4.02535169073515
14935,level3_29,45,3,231,5.442417710521793
14936,level3_29,46,3,182,5.204006687076795
14937,level3_29,47,3,120,4.787491742782046
14938,level3_29,48,3,120,4.787491742782046
14939,level3_29,49,3,195,5.272999558563747
14940,level3_29,50,3,130,4.867534450455582
14941,level3_29,51,3,156,5.049856007249537
14942,level3_29,52,3,169,5.1298987149230735
14943,level3_3,0,3,3038,8.018954683155718
14944,level3_3,1,3,1862,7.529406457837013
14945,level3_3,2,3,1575,7.362010551259734
14946,level3_3,3,3,1558,7.351158226430694
14947,level3_3,4,3,2058,7.629489916393995
14948,level3_3,5,3,750,6.620073206530356
14949,level3_3,6,3,1023,6.930494765951626
14950,level3_3,7,3,2080,7.640123172695364
14951,level3_3,8,3,1290,7.162397497355718
14952,level3_3,9,3,891,6.792344427470809
14953,level3_3,10,3,1596,7.3752557780097545
14954,level3_3,11,3,1645,7.405495663199472
14955,level3_3,12,3,1716,7.447751280047908
14956,level3_3,13,3,1598,7.37650812632622
14957,level3_3,14,3,1044,6.950814768442584
14958,level3_3,15,3,1482,7.301147805856032
14959,level3_3,16,3,1680,7.426549072397305
14960,level3_3,17,3,704,6.556778356158042
14961,level3_3,18,3,1280,7.154615356913663
14962,level3_3,19,3,1400,7.24422751560335
14963,level3_3,20,3,1015,6.922643891475888
14964,level3_3,21,3,1320,7.1853870155804165
14965,level3_3,22,3,1848,7.521859252201629
14966,level3_3,23,3,925,6.829793737512425
14967,level3_3,24,3,812,6.699500340161678
14968,level3_3,25,3,1271,7.147559271189454
14969,level3_3,26,3,1015,6.922643891475888
14970,level3_3,27,3,704,6.556778356158042
14971,level3_3,28,3,1044,6.950814768442584
14972,level3_3,29,3,1680,7.426549072397305
14973,level3_3,30,3,4200,8.34283980427146
14974,level3_3,31,3,992,6.899723107284872
14975,level3_3,32,3,675,6.51471269087253
14976,level3_3,33,3,648,6.473890696352274
14977,level3_3,34,3,696,6.54534966033442
14978,level3_3,35,3,918,6.822197390620491
14979,level3_3,36,3,552,6.313548046277095
14980,level3_3,37,3,676,6.516193076042964
14981,level3_3,38,3,594,6.386879319362645
14982,level3_3,39,3,675,6.51471269087253
14983,level3_3,40,3,1260,7.138866999945524
14984,level3_3,41,3,1248,7.129297548929373
14985,level3_3,42,3,810,6.697034247666484
14986,level3_3,43,3,870,6.76849321164863
14987,level3_3,44,3,462,6.135564891081739
14988,level3_3,45,3,700,6.551080335043404
14989,level3_3,46,3,868,6.7661917146603505
14990,level3_3,47,3,868,6.7661917146603505
14991,level3_3,48,3,700,6.551080335043404
14992,level3_3,49,3,528,6.269096283706261
14993,level3_3,50,3,896,6.79794041297493
14994,level3_3,51,3,672,6.51025834052315
14995,level3_3,52,3,650,6.476972362889683
14996,level3_3,53,3,850,6.745236349484363
14997,level3_3,54,3,621,6.431331081933479
14998,level3_3,55,3,374,5.924255797414532
14999,level3_3,56,3,777,6.655440350367647
15000,level3_3,57,3,675,6.51471269087253
15001,level3_30,0,3,143,4.962844630259907
15002,level3_30,1,3,143,4.962844630259907
15003,level3_30,2,3,240,5.480638923341991
15004,level3_30,3,3,221,5.3981627015177525
15005,level3_30,4,3,132,4.882801922586371
15006,level3_30,5,3,81,4.394449154672439
15007,level3_30,6,3,121,4.795790545596741
15008,level3_30,7,3,90,4.499809670330265
15009,level3_30,8,3,108,4.68213122712422
15010,level3_30,9,3,90,4.499809670330265
15011,level3_30,10,3,110,4.700480365792417
15012,level3_30,11,3,110,4.700480365792417
15013,level3_30,12,3,176,5.170483995038151
15014,level3_30,13,3,140,4.941642422609304
15015,level3_30,14,3,72,4.276666119016055
15016,level3_30,15,3,121,4.795790545596741
15017,level3_30,16,3,100,4.605170185988092
15018,level3_30,17,3,132,4.882801922586371
15019,level3_30,18,3,99,4.59511985013459
15020,level3_30,19,3,221,5.3981627015177525
15021,level3_30,20,3,110,4.700480365792417
15022,level3_30,21,3,221,5.3981627015177525
15023,level3_30,22,3,130,4.867534450455582
15024,level3_30,23,3,168,5.123963979403259
15025,level3_30,24,3,180,5.19295685089021
15026,level3_30,25,3,165,5.10594547390058
15027,level3_30,26,3,180,5.19295685089021
15028,level3_30,27,3,108,4.68213122712422
15029,level3_30,28,3,156,5.049856007249537
15030,level3_30,29,3,84,4.430816798843313
15031,level3_30,30,3,168,5.123963979403259
15032,level3_30,31,3,143,4.962844630259907
15033,level3_30,32,3,154,5.0369526024136295
15034,level3_30,33,3,108,4.68213122712422
15035,level3_30,34,3,143,4.962844630259907
15036,level3_30,35,3,154,5.0369526024136295
15037,level3_30,36,3,196,5.278114659230517
15038,level3_30,37,3,80,4.382026634673881
15039,level3_30,38,3,88,4.477336814478207
15040,level3_30,39,3,108,4.68213122712422
15041,level3_30,40,3,90,4.499809670330265
15042,level3_30,41,3,63,4.143134726391533
15043,level3_30,42,3,60,4.0943445622221
15044,level3_30,43,3,81,4.394449154672439
15045,level3_30,44,3,64,4.1588830833596715
15046,level3_30,45,3,90,4.499809670330265
15047,level3_30,46,3,72,4.276666119016055
15048,level3_30,47,3,64,4.1588830833596715
15049,level3_30,48,3,90,4.499809670330265
15050,level3_30,49,3,140,4.941642422609304
15051,level3_30,50,3,84,4.430816798843313
15052,level3_30,51,3,96,4.564348191467836
15053,level3_30,52,3,110,4.700480365792417
15054,level3_30,53,3,140,4.941642422609304
15055,level3_31,0,3,330,5.799092654460526
15056,level3_31,1,3,231,5.442417710521793
15057,level3_31,2,3,396,5.981414211254481
15058,level3_31,3,3,600,6.396929655216146
15059,level3_31,4,3,510,6.234410725718371
15060,level3_31,5,3,416,6.030685260261263
15061,level3_31,6,3,234,5.455321115357702
15062,level3_31,7,3,552,6.313548046277095
15063,level3_31,8,3,528,6.269096283706261
15064,level3_31,9,3,361,5.8888779583328805
15065,level3_31,10,3,475,6.163314804034641
15066,level3_31,11,3,266,5.583496308781699
15067,level3_31,12,3,330,5.799092654460526
15068,level3_31,13,3,352,5.863631175598097
15069,level3_31,14,3,209,5.342334251964811
15070,level3_31,15,3,418,6.035481432524756
15071,level3_31,16,3,368,5.908082938168931
15072,level3_31,17,3,238,5.472270673671475
15073,level3_31,18,3,483,6.180016653652572
15074,level3_31,19,3,624,6.436150368369428
15075,level3_31,20,3,306,5.723585101952381
15076,level3_31,21,3,480,6.173786103901937
15077,level3_31,22,3,525,6.263398262591624
15078,level3_31,23,3,441,6.089044875446846
15079,level3_31,24,3,396,5.981414211254481
15080,level3_31,25,3,323,5.777652323222656
15081,level3_31,26,3,108,4.68213122712422
15082,level3_31,27,3,414,6.025865973825314
15083,level3_31,28,3,360,5.886104031450156
15084,level3_31,29,3,420,6.040254711277414
15085,level3_31,30,3,432,6.068425588244111
15086,level3_31,31,3,462,6.135564891081739
15087,level3_31,32,3,456,6.1224928095143865
15088,level3_31,33,3,440,6.0867747269123065
15089,level3_31,34,3,240,5.480638923341991
15090,level3_31,35,3,456,6.1224928095143865
15091,level3_31,36,3,312,5.7430031878094825
15092,level3_31,37,3,624,6.436150368369428
15093,level3_31,38,3,810,6.697034247666484
15094,level3_31,39,3,550,6.309918278226516
15095,level3_31,40,3,391,5.968707559985366
15096,level3_31,41,3,840,6.733401891837359
15097,level3_31,42,3,784,6.664409020350408
15098,level3_31,43,3,728,6.590301048196686
15099,level3_31,44,3,342,5.834810737062605
15100,level3_31,45,3,225,5.41610040220442
15101,level3_31,46,3,391,5.968707559985366
15102,level3_31,47,3,361,5.8888779583328805
15103,level3_31,48,3,192,5.2574953720277815
15104,level3_31,49,3,196,5.278114659230517
15105,level3_31,50,3,288,5.662960480135946
15106,level3_31,51,3,304,5.717027701406222
15107,level3_31,52,3,450,6.1092475827643655
15108,level3_33,0,3,192,5.2574953720277815
15109,level3_33,1,3,180,5.19295685089021
15110,level3_33,2,3,289,5.666426688112432
15111,level3_33,3,3,324,5.780743515792329
15112,level3_33,4,3,168,5.123963979403259
15113,level3_33,5,3,240,5.480638923341991
15114,level3_33,6,3,200,5.298317366548036
15115,level3_33,7,3,255,5.541263545158426
15116,level3_33,8,3,374,5.924255797414532
15117,level3_33,9,3,306,5.723585101952381
15118,level3_33,10,3,182,5.204006687076795
15119,level3_33,11,3,315,5.752572638825633
15120,level3_33,12,3,182,5.204006687076795
15121,level3_33,13,3,352,5.863631175598097
15122,level3_33,14,3,280,5.634789603169249
15123,level3_33,15,3,414,6.025865973825314
15124,level3_33,16,3,252,5.529429087511423
15125,level3_33,17,3,288,5.662960480135946
15126,level3_33,18,3,464,6.139884552226255
15127,level3_33,19,3,336,5.817111159963204
15128,level3_33,20,3,288,5.662960480135946
15129,level3_33,21,3,546,6.302618975744905
15130,level3_33,22,3,756,6.628041376179533
15131,level3_33,23,3,408,6.0112671744041615
15132,level3_33,24,3,330,5.799092654460526
15133,level3_33,25,3,286,5.655991810819852
15134,level3_33,26,3,483,6.180016653652572
15135,level3_33,27,3,504,6.222576268071369
15136,level3_33,28,3,340,5.8289456176102075
15137,level3_33,29,3,546,6.302618975744905
15138,level3_33,30,3,340,5.8289456176102075
15139,level3_33,31,3,224,5.4116460518550396
15140,level3_33,32,3,392,5.971261839790462
15141,level3_33,33,3,224,5.4116460518550396
15142,level3_33,34,3,165,5.10594547390058
15143,level3_33,35,3,165,5.10594547390058
15144,level3_33,36,3,121,4.795790545596741
15145,level3_33,37,3,153,5.030437921392435
15146,level3_33,38,3,121,4.795790545596741
15147,level3_33,39,3,121,4.795790545596741
15148,level3_33,40,3,182,5.204006687076795
15149,level3_33,41,3,285,5.652489180268651
15150,level3_33,42,3,306,5.723585101952381
15151,level3_33,43,3,182,5.204006687076795
15152,level3_33,44,3,342,5.834810737062605
15153,level3_33,45,3,255,5.541263545158426
15154,level3_33,46,3,225,5.41610040220442
15155,level3_33,47,3,182,5.204006687076795
15156,level3_33,48,3,285,5.652489180268651
15157,level3_33,49,3,323,5.777652323222656
15158,level3_33,50,3,572,6.349138991379798
15159,level3_33,51,3,504,6.222576268071369
15160,level3_33,52,3,169,5.1298987149230735
15161,level3_33,53,3,952,6.858565034791365
15162,level3_33,54,3,156,5.049856007249537
15163,level3_33,55,3,1175,7.069023426578259
15164,level3_34,0,3,525,6.263398262591624
15165,level3_34,1,3,391,5.968707559985366
15166,level3_34,2,3,675,6.51471269087253
15167,level3_34,3,3,1050,6.956545443151569
15168,level3_34,4,3,525,6.263398262591624
15169,level3_34,5,3,864,6.761572768804055
15170,level3_34,6,3,288,5.662960480135946
15171,level3_34,7,3,272,5.605802066295998
15172,level3_34,8,3,840,6.733401891837359
15173,level3_34,9,3,825,6.715383386334681
15174,level3_34,10,3,108,4.68213122712422
15175,level3_34,11,3,544,6.298949246855942
15176,level3_34,12,3,825,6.715383386334681
15177,level3_34,13,3,1023,6.930494765951626
15178,level3_34,14,3,702,6.553933404025811
15179,level3_34,15,3,396,5.981414211254481
15180,level3_34,16,3,837,6.729824070489475
15181,level3_34,17,3,522,6.257667587882639
15182,level3_34,18,3,323,5.777652323222656
15183,level3_34,19,3,608,6.410174881966167
15184,level3_34,20,3,928,6.833031732786201
15185,level3_34,21,3,476,6.16541785423142
15186,level3_34,22,3,448,6.104793232414985
15187,level3_34,23,3,504,6.222576268071369
15188,level3_34,24,3,418,6.035481432524756
15189,level3_34,25,3,621,6.431331081933479
15190,level3_34,26,3,240,5.480638923341991
15191,level3_34,27,3,598,6.393590753950631
15192,level3_34,28,3,750,6.620073206530356
15193,level3_34,29,3,378,5.934894195619588
15194,level3_34,30,3,384,5.950642552587727
15195,level3_34,31,3,391,5.968707559985366
15196,level3_34,32,3,459,6.129050210060545
15197,level3_34,33,3,456,6.1224928095143865
15198,level3_34,34,3,324,5.780743515792329
15199,level3_34,35,3,352,5.863631175598097
15200,level3_34,36,3,600,6.396929655216146
15201,level3_34,37,3,504,6.222576268071369
15202,level3_34,38,3,266,5.583496308781699
15203,level3_34,39,3,195,5.272999558563747
15204,level3_34,40,3,300,5.703782474656201
15205,level3_34,41,3,256,5.545177444479562
15206,level3_34,42,3,289,5.666426688112432
15207,level3_34,43,3,192,5.2574953720277815
15208,level3_34,44,3,306,5.723585101952381
15209,level3_34,45,3,240,5.480638923341991
15210,level3_34,46,3,380,5.940171252720432
15211,level3_34,47,3,396,5.981414211254481
15212,level3_34,48,3,494,6.202535517187923
15213,level3_34,49,3,418,6.035481432524756
15214,level3_34,50,3,783,6.663132695990803
15215,level3_34,51,3,304,5.717027701406222
15216,level3_34,52,3,289,5.666426688112432
15217,level3_34,53,3,323,5.777652323222656
15218,level3_34,54,3,288,5.662960480135946
15219,level3_34,55,3,168,5.123963979403259
15220,level3_34,56,3,304,5.717027701406222
15221,level3_34,57,3,324,5.780743515792329
15222,level3_34,58,3,224,5.4116460518550396
15223,level3_34,59,3,234,5.455321115357702
15224,level3_34,60,3,225,5.41610040220442
15225,level3_34,61,3,420,6.040254711277414
15226,level3_34,62,3,441,6.089044875446846
15227,level3_34,63,3,546,6.302618975744905
15228,level3_34,64,3,874,6.773080375655535
15229,level3_36,0,3,11543,9.353834471614912
15230,level3_36,1,3,6160,8.725832056527565
15231,level3_36,2,3,5301,8.575650760987806
15232,level3_36,3,3,10032,9.213535262872702
15233,level3_36,4,3,6972,8.849657406639912
15234,level3_36,5,3,2544,7.841492924460013
15235,level3_36,6,3,6808,8.82585367025321
15236,level3_36,7,3,8798,9.082279701908664
15237,level3_36,8,3,5394,8.593042503699674
15238,level3_36,9,3,8787,9.081028635495842
15239,level3_36,10,3,12390,9.424644974623188
15240,level3_36,11,3,5244,8.56483984488359
15241,level3_36,12,3,2765,7.9247959139564355
15242,level3_36,13,3,4270,8.35936910622267
15243,level3_36,14,3,3710,8.21878715560148
15244,level3_36,15,3,11543,9.353834471614912
15245,level3_36,16,3,11514,9.351318965235755
15246,level3_36,17,3,14453,9.578657284448841
15247,level3_36,18,3,7744,8.954673628956414
15248,level3_36,19,3,13924,9.54136924893133
15249,level3_36,20,3,17280,9.757305042358047
15250,level3_36,21,3,8064,8.99516499031115
15251,level3_36,22,3,6072,8.711443319075466
15252,level3_36,23,3,5808,8.666991556504632
15253,level3_36,24,3,9600,9.169518377455928
15254,level3_36,25,3,17442,9.76663636978693
15255,level3_36,26,3,9717,9.181632207839439
15256,level3_36,27,3,7636,8.940629184845639
15257,level3_36,28,3,7980,8.984693690443855
15258,level3_36,29,3,8888,9.092457331319466
15259,level3_36,30,3,8832,9.086136768516877
15260,level3_36,31,3,12915,9.46614470552994
15261,level3_36,32,3,12810,9.45798139489078
15262,level3_36,33,3,16362,9.702716852073644
15263,level3_36,34,3,8890,9.09268232850795
15264,level3_36,35,3,10201,9.23024103368252
15265,level3_36,36,3,2304,7.742402021815782
15266,level3_36,37,3,11025,9.307920700315046
15267,level3_36,38,3,7104,8.868413284672005
15268,level3_36,39,3,10209,9.231024963169016
15269,level3_36,40,3,17816,9.787852208937204
15270,level3_36,41,3,5925,8.686935966003333
15271,level3_36,42,3,8190,9.010669176847115
15272,level3_36,43,3,3740,8.226840890408578
15273,level3_36,44,3,4824,8.481358738407021
15274,level3_36,45,3,6622,8.798152718107191
15275,level3_36,46,3,7452,8.916237731721479
15276,level3_36,47,3,5751,8.657129031713755
15277,level3_36,48,3,7308,8.896724917497897
15278,level3_36,49,3,12296,9.417029285218431
15279,level3_36,50,3,6570,8.790269111478656
15280,level3_36,51,3,7310,8.896998552743824
15281,level3_37,0,3,56,4.02535169073515
15282,level3_37,1,3,64,4.1588830833596715
15283,level3_37,2,3,56,4.02535169073515
15284,level3_37,3,3,70,4.248495242049359
15285,level3_37,4,3,117,4.762173934797756
15286,level3_37,5,3,72,4.276666119016055
15287,level3_37,6,3,56,4.02535169073515
15288,level3_37,7,3,30,3.4011973816621555
15289,level3_37,8,3,192,5.2574953720277815
15290,level3_37,9,3,36,3.58351893845611
15291,level3_37,10,3,56,4.02535169073515
15292,level3_37,11,3,99,4.59511985013459
